customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C00002985,Male,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),55.88,1138.26,No
C00002986,Male,0,Yes,Yes,42,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,99.94,4238.44,No
C00002987,Male,0,Yes,No,65,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,40.06,2387.94,Yes
C00002988,Female,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,65.03,101.14,No
C00002989,Female,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,112.33,807.73,No
C00002990,Male,0,No,No,57,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),120.92,6591.9,No
C00002991,Male,1,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.98,326.79,No
C00002992,Male,0,Yes,Yes,19,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,28.58,441.86,No
C00002993,Male,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),76.79,2606.5,No
C00002994,Male,1,No,Yes,58,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,119.27,7100.66,No
C00002995,Male,0,Yes,No,44,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,82.06,3514.87,No
C00002996,Female,0,Yes,No,13,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.69,315.91,Yes
C00002997,Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.67,1172.25,No
C00002998,Female,0,No,Yes,47,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,43.94,2471.17,No
C00002999,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,89.94,2895.42,No
C00003000,Male,0,No,Yes,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,67.61,1961.33,No
C00003001,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),67.07,2431.06,No
C00003002,Male,1,No,Yes,41,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,94.3,3849.35,Yes
C00003003,Male,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,94.71,2637.02,No
C00003004,Male,1,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.46,21.23,Yes
C00003005,Female,0,No,No,31,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,62.84,2053.75,No
C00003006,Female,0,Yes,No,12,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.84,531.61,Yes
C00003007,Male,0,No,No,12,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,81.42,1040.59,No
C00003008,Female,0,No,Yes,53,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.9,4417.22,Yes
C00003009,Male,1,Yes,No,13,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,77.28,1064.74,No
C00003010,Female,0,No,No,5,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),81.99,260.67,No
C00003011,Male,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.38,1011.81,No
C00003012,Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),45.03,1638.74,No
C00003013,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,18.0,992.11,No
C00003014,Female,1,No,Yes,15,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,57.92,463.79,Yes
C00003015,Male,1,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,42.81,460.9,No
C00003016,Male,0,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,72.29,1561.09,Yes
C00003017,Female,0,No,No,42,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,35.17,1378.98,No
C00003018,Female,0,Yes,No,64,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,68.75,4311.69,No
C00003019,Male,0,No,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,59.44,613.33,Yes
C00003020,Female,1,No,No,58,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),41.17,2324.0,No
C00003021,Male,0,Yes,No,34,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),18.0,125.75,Yes
C00003022,Male,0,Yes,No,30,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,99.29,2770.23,No
C00003023,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,80.58,997.12,No
C00003024,Male,1,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),94.99,828.28,No
C00003025,Female,0,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.61,6733.24,Yes
C00003026,Female,0,No,No,43,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),77.81,3468.32,No
C00003027,Female,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,74.32,1714.28,No
C00003028,Female,0,No,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,65.92,3116.27,No
C00003029,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,46.44,2272.51,Yes
C00003030,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),115.11,7281.44,Yes
C00003031,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,86.66,3793.55,No
C00003032,Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),102.55,7249.23,No
C00003033,Female,0,No,No,45,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.58,3241.42,No
C00003034,Female,0,Yes,Yes,32,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,18.75,642.44,No
C00003035,Male,0,Yes,No,51,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,58.02,2509.84,No
C00003036,Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,90.93,4971.84,No
C00003037,Female,0,No,No,50,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.35,4047.81,No
C00003038,Male,0,Yes,No,39,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),24.52,1004.43,No
C00003039,Female,1,No,Yes,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),110.41,2716.91,Yes
C00003040,Female,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.8,2740.81,Yes
C00003041,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),96.17,1704.15,No
C00003042,Male,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),28.64,1294.67,No
C00003043,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),61.25,817.92,No
C00003044,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),18.12,925.72,No
C00003045,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,49.96,479.27,No
C00003046,Female,0,No,No,21,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),20.27,658.21,No
C00003047,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,112.73,1463.55,No
C00003048,Male,0,No,No,59,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,97.39,5439.89,No
C00003049,Female,0,No,Yes,43,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.43,3570.39,No
C00003050,Male,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.09,743.23,Yes
C00003051,Male,0,No,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,56.86,636.6,No
C00003052,Female,0,No,No,26,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.67,1822.7,No
C00003053,Male,0,No,No,54,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,70.25,3872.61,No
C00003054,Male,1,Yes,Yes,14,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),72.67,949.59,No
C00003055,Female,0,Yes,Yes,63,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.25,3825.78,No
C00003056,Female,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,71.15,1353.6,Yes
C00003057,Female,0,Yes,Yes,2,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,56.68,98.5,No
C00003058,Male,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.51,920.93,No
C00003059,Female,0,No,No,62,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),124.07,7844.26,No
C00003060,Male,0,No,No,62,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.42,3694.05,No
C00003061,Male,1,No,No,61,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),80.57,4944.5,No
C00003062,Male,1,No,No,8,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,94.18,754.66,Yes
C00003063,Male,0,No,Yes,23,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,43.24,474.2,No
C00003064,Male,0,Yes,No,31,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.36,2902.54,No
C00003065,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.69,156.82,No
C00003066,Male,0,Yes,Yes,32,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.42,2264.45,No
C00003067,Female,0,No,No,42,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),82.18,3889.19,No
C00003068,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,83.71,924.48,No
C00003069,Male,0,No,Yes,31,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),55.43,1753.6,No
C00003070,Male,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.27,1929.19,No
C00003071,Female,0,No,No,66,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,52.58,3206.12,No
C00003072,Male,0,No,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.01,7283.86,No
C00003073,Female,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,106.12,1718.36,No
C00003074,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),53.57,1413.37,No
C00003075,Female,1,Yes,No,3,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,106.85,290.19,No
C00003076,Male,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,56.88,412.31,No
C00003077,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),75.44,4820.14,No
C00003078,Female,1,Yes,No,21,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.2,1623.16,No
C00003079,Female,0,No,No,65,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,143.89,9466.16,No
C00003080,Female,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,40.53,1584.85,No
C00003081,Female,1,Yes,No,44,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),39.64,1709.51,No
C00003082,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,61.9,584.26,Yes
C00003083,Male,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.61,4102.35,No
C00003084,Female,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,83.26,4914.0,No
C00003085,Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.01,2607.92,Yes
C00003086,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),84.4,1409.82,No
C00003087,Male,1,Yes,No,4,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.25,424.74,Yes
C00003088,Male,0,No,No,24,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),120.4,2601.88,No
C00003089,Male,0,Yes,Yes,33,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,69.73,2692.28,No
C00003090,Male,0,No,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,54.73,606.07,Yes
C00003091,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),55.1,1716.63,No
C00003092,Male,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.66,303.49,Yes
C00003093,Female,0,No,Yes,18,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.07,964.33,No
C00003094,Male,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),98.33,968.62,Yes
C00003095,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,128.85,2807.43,No
C00003096,Male,0,No,Yes,12,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.37,945.17,Yes
C00003097,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),100.85,248.96,Yes
C00003098,Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),121.98,2913.39,Yes
C00003099,Male,0,Yes,No,7,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.39,123.86,No
C00003100,Female,0,Yes,No,44,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),73.95,3229.12,No
C00003101,Female,0,No,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,62.02,4788.95,No
C00003102,Female,0,No,Yes,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,57.88,-322.54,No
C00003103,Female,0,Yes,No,2,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),91.75,704.5,Yes
C00003104,Male,1,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,73.72,4678.13,No
C00003105,Male,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.01,956.26,No
C00003106,Female,0,No,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,60.83,2819.97,No
C00003107,Male,0,No,No,19,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,116.27,2087.81,No
C00003108,Male,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,18.0,-77.94,No
C00003109,Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),66.46,3971.55,No
C00003110,Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,94.25,1256.66,No
C00003111,Female,0,No,No,58,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.69,4353.68,Yes
C00003112,Female,1,Yes,Yes,53,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.31,4822.62,Yes
C00003113,Male,1,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.37,4055.12,Yes
C00003114,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,66.23,2286.8,Yes
C00003115,Male,0,No,Yes,20,Yes,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),61.56,1188.57,No
C00003116,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.5,2138.47,No
C00003117,Female,0,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,126.66,2119.71,No
C00003118,Male,0,Yes,No,16,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),79.36,1309.99,No
C00003119,Male,0,No,No,30,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,37.03,1074.1,No
C00003120,Male,0,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,83.26,5313.56,Yes
C00003121,Male,0,Yes,No,47,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.51,3990.07,Yes
C00003122,Female,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,19.95,906.68,No
C00003123,Male,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,65.2,1255.61,No
C00003124,Female,0,Yes,No,44,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24.37,1228.63,No
C00003125,Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,47.38,1800.47,No
C00003126,Male,0,No,No,63,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),92.52,5638.24,No
C00003127,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),111.2,4065.74,No
C00003128,Male,1,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),73.01,1895.48,Yes
C00003129,Female,0,No,No,67,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.59,3233.47,Yes
C00003130,Male,0,No,No,16,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.88,910.57,No
C00003131,Male,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),56.13,3645.88,No
C00003132,Female,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),51.95,672.42,No
C00003133,Male,0,No,Yes,4,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),53.37,-395.73,No
C00003134,Female,0,Yes,No,57,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),21.57,1262.95,No
C00003135,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,46.87,2738.38,No
C00003136,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),81.93,1270.91,No
C00003137,Male,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,63.13,4619.54,Yes
C00003138,Male,0,No,No,0,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.65,148.87,Yes
C00003139,Female,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),125.07,1831.27,No
C00003140,Female,0,No,No,25,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,65.81,1461.45,No
C00003141,Male,0,No,Yes,48,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),118.52,5787.42,Yes
C00003142,Female,0,Yes,No,41,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,58.61,2268.26,Yes
C00003143,Female,0,No,No,69,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,18.0,1590.91,No
C00003144,Female,0,No,Yes,65,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,90.14,5716.23,No
C00003145,Female,0,No,No,52,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,107.72,5567.76,Yes
C00003146,Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,75.12,366.45,No
C00003147,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),77.27,5514.77,No
C00003148,Female,0,No,No,39,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),32.46,1454.93,No
C00003149,Female,0,Yes,No,55,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,89.67,4964.14,No
C00003150,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.5,72.56,No
C00003151,Female,1,Yes,Yes,55,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.21,2930.42,No
C00003152,Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),73.36,5237.5,No
C00003153,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.85,118.17,No
C00003154,Female,0,No,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.53,5156.72,Yes
C00003155,Female,0,No,No,51,Yes,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),142.64,6754.99,No
C00003156,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),31.09,2237.9,No
C00003157,Male,1,Yes,No,32,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,52.79,1687.2,No
C00003158,Female,0,No,Yes,21,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.4,1597.0,Yes
C00003159,Male,0,Yes,No,14,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,94.85,1403.74,Yes
C00003160,Female,1,Yes,No,64,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,117.71,7611.94,No
C00003161,Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,115.23,8208.78,No
